person_id,person_name,person_name_variants,person_editorial_comment,person_name_normalised,pers_ID_FS,person_relevance,person_name_corrected,person_frequency
94.0,[Wilhelm Heinrich] Wincop,Winkopp,,Wilhelm Heinrich Winkopp,,poi-1,Wilhelm Heinrich Wincop,4
94.0,Wilhelm Heinrich Wincop,,,Wilhelm Heinrich Winkopp,94,poi-1,Wilhelm Heinrich Wincop,3
94.0,Wilhelm Heinrich Wincop,Wilhelm Wincop / Heinrich Wincop / Wilhelm Heinrich Winkopp,,Wilhelm Heinrich Winkopp,94,poi-1,Wilhelm Heinrich Wincop,3
94.0,Wilhelm Heinrich Wincop,,,Wilhelm Heinrich Winkopp,94,poi-1,Wilhelm Heinrich Wincop,3
95.0,N.N. Mueß,Meueß [?],,N.N. Mues,95,poi-1,N.N. Mues,1
96.0,Georg Heinrich (von) Ziegler,,,Georg Heinrich von Ziegler,96,poi-2,Georg Heinrich von Ziegler,3
96.0,Georg Heinrich von Ziegler,,,Georg Heinrich von Ziegler,96,poi-2,Georg Heinrich von Ziegler,3
96.0,Georg Heinrich von Ziegler,Ziegeler / Zieglerus / Zigler,,Georg Heinrich von Ziegler,96,poi-2,Georg Heinrich von Ziegler,3
96.0,Georg Heinrich von Ziegler,,,Georg Heinrich von Ziegler,96,poi-2,Georg Heinrich von Ziegler,3
96.0,Georg Heinrich von Ziegler ,,,Georg Heinrich von Ziegler,96,poi-2,Georg Heinrich von Ziegler ,2
96.0,Georg Heinrich Ziegler ,Johann Heinrich Ziegler,,Georg Heinrich von Ziegler,96,poi-2,Georg Heinrich Ziegler ,7
96.0,Georg Heinrich Ziegler ,,,Georg Heinrich von Ziegler,96,poi-2,Georg Heinrich Ziegler ,7
97.0,Jacob Paul Heinrich Ziegler,Jacob Heinrich Ziegler,,Jakob Paul Heinrich von Ziegler,97,poi-2,Jakob Paul Heinrich von Ziegler,1
97.0,Jakob Paul Heinrich von Ziegler,Ziegeler / Zieglerus / Zigler,,Jakob Paul Heinrich von Ziegler,97,poi-2,Jakob Paul Heinrich von Ziegler,2
98.0,Magdalena Gudenus,,,Maria Magdalena Sidonia Gabriela Theresia Gudenus,98,0,Magdalena Gudenus,1
98.0,Maria Magdalena Gudenus,,,Maria Magdalena Sidonia Gabriela Theresia Gudenus,98,0,Maria Magdalena Gudenus,1
98.0,Maria Magdalena Sidonia Gabriela Theresia Gudenus,,,Maria Magdalena Sidonia Gabriela Theresia Gudenus,98,0,Maria Magdalena Sidonia Gabriela Theresia Gudenus,6
99.0,[Johann Pleikard] Heinrich,,,Adolph Johann Pleikard Heinrich,,poi-1,Adolf Johann Pleichard Heinrich,1
99.0,Adolf Johann Pleichard Heinrici,,,Adolph Johann Pleikard Heinrich,,poi-1,Adolf Johann Pleichard Heinrich,2
99.0,Johann Pleikard Heinrich,Johann Pleiccard Heinrici,,Adolph Johann Pleikard Heinrich,99,poi-1,Adolf Johann Pleichard Heinrich,1
100.0,Dresanus,Dresano,,Johann Gerhard Dresanus,100,poi-1,Johann Gerhard Dresanus,13
100.0,Dresanus,,,Johann Gerhard Dresanus,100,poi-1,Johann Gerhard Dresanus,13
100.0,Erhard Dresanus,Dresano,,Johann Gerhard Dresanus,100,poi-1,Johann Gerhard Dresanus,1
100.0,Ioannes Gerardus Dresanus,,,Johann Gerhard Dresanus,100,poi-1,Johann Gerhard Dresanus,1
100.0,Johann Gerald Dresanus,,,Johann Gerhard Dresanus,100,poi-1,Johann Gerhard Dresanus,1
100.0,Johann Gerhard Bresano [?],,,Johann Gerhard Dresanus,100,poi-1,Johann Gerhard Dresanus,2
100.0,Johann Gerhard Dresanus,,,Johann Gerhard Dresanus,100,poi-1,Johann Gerhard Dresanus,13
9102.0,Johannes Dresanus,,,Johann Gerhard Dresanus,100,poi-1,Johannes Dresanus,14
101.0,Christoph Ignatz Alois Gudenus,,,Christoph Ignaz Aloys von Gudenus,101,poi-2,Christoph Ignaz Aloys von Gudenus,4
101.0,Christoph Ignaz Aloys von Gudenus,,,Christoph Ignaz Aloys von Gudenus,101,poi-2,Christoph Ignaz Aloys von Gudenus,2
102.0,[Georg Marx] Hahn,,,Georg Marx Hahn von Königsburg,,poi-1,Georg Marx Hahn von Königsburg,1
102.0,[Georg Marx] Hahn [von Königsburg],,,Georg Marx Hahn von Königsburg,,poi-1,Georg Marx Hahn von Königsburg,1
102.0,[Georg Marx] Hahn von Königsburg,Hahn von Küngsburg / Hahn von König. / Hahn von Küngsburg,,Georg Marx Hahn von Königsburg,,poi-1,Georg Marx Hahn von Königsburg,1
102.0,Georg Marx Hahn,Haanen,,Georg Marx Hahn von Königsburg,102,poi-1,Georg Marx Hahn,1
102.0,Goeorg Marx Hahn von Königsburg,,,Georg Marx Hahn von Königsburg,102,poi-1,Georg Marx Hahn von Königsburg,1
102.0,N.N. Hahn von Königsburg,,,Georg Marx Hahn von Königsburg,102,poi-1,Georg Marx Hahn von Königsburg,2
103.0,Dieter Guillielmus Matthiae,,,Dietrich Wilhelm Matthiae,103,poi-1,Dieter Wilhelm Matthiae,2
103.0,Dieter Wilhelm Matthiae,,,Dietrich Wilhelm Matthiae,103,poi-1,Dieter Wilhelm Matthiae,24
103.0,Dietrich Matthiae,,,Dietrich Wilhelm Matthiae,103,poi-1,Dietrich Wilhelm Matthiae,1
103.0,Dietrich Wilhelm Matthaei,,,Dietrich Wilhelm Matthiae,103,poi-1,Dietrich Wilhelm Matthiae,1
103.0,Dietrich Wilhelm Matthiae,,,Dietrich Wilhelm Matthiae,103,poi-1,Dietrich Wilhelm Matthiae,10
103.0,Dietrich Wilhelm von Matthiae,,,Dietrich Wilhelm Matthiae,103,poi-1,Dietrich Wilhelm von Matthiae,1
103.0,Matthia,,,Dietrich Wilhelm Matthiae,103,poi-1,Dietrich Wilhelm Matthiae,1
103.0,Matthiae,,,Dietrich Wilhelm Matthiae,103,poi-1,Dietrich Wilhelm Matthiae,3
104.0,Maximilian Wagner,,,Maximilian Wagner,104,poi-1,Maximilian Wagner,2
105.0,Christina Sophia Tentzel,,,0,105,0,Christina Sophia Tentzel,7
106.0,Johann Heinrich Mayer,,,Johann Heinrich Meyer,106,poi-2,Johann Heinrich Meyer,2
106.0,Johann Heinrich Meier,Meyer,,Johann Heinrich Meyer,106,poi-2,Johann Heinrich Meyer,3
106.0,Johann Heinrich Meier,,,Johann Heinrich Meyer,106,poi-2,Johann Heinrich Meyer,3
106.0,Johann Heinrich Meyer,,,Johann Heinrich Meyer,106,poi-2,Johann Heinrich Meyer,9
106.0,Johann Henrich Meier,,,Johann Heinrich Benedikt Meier,122,poi-2,Johann Heinrich Meyer,1
106.0,Johannes Heinrich Meyer,,,Johann Heinrich Meyer,106,poi-2,Johann Heinrich Meyer,8
107.0,[Georg Freidrich] von Kreuz,,,Georg Friedrich von Kreuz,,poi-1,Georg Friedrich von Kreuz,1
107.0,Georg Friedrich von Creutz,,,Georg Friedrich von Kreuz,107,poi-1,Georg Friedrich von Kreuz,1
107.0,Georg Friedrich von Kreutz,Georg Friedrich Kreutz auf Kripitsch und Rudelsburg,,Georg Friedrich von Kreuz,107,poi-1,Georg Friedrich von Kreuz,1
112.0,Carl Dresanus,,,Karl Dresanus,112,poi-2,Karl Dresanus,2
113.0,Jacob M. Berger,Jacob M. Berringer,,Jakob M. Berger,520,poi-2,M. Jakob Berger,19
113.0,M. Jacob Berger,,,Jakob M. Berger,520,poi-2,M. Jakob Berger,6
113.0,M. Jacob Berger,Berringer,,Jakob M. Berger,520,poi-2,M. Jakob Berger,6
113.0,M. Jacobus Berger,,,M. Jakob Berger,113,poi-2,M. Jakob Berger,1
114.0,Maria Berger,Berringer,,0,114,0,Maria Berger,5
114.0,Maria Berger,,,0,114,0,Maria Berger,5
115.0,Agneta Weidmann,Agneta Weidemann,,0,,0,Agneta Weidmann,3
115.0,Agneta Weidmann,,,0,,0,Agneta Weidmann,3
116.0,N. Molitoris,,,0,116,0,N. Molitoris,3
117.0,[N.N.] Pape,,,Peter Christian Joseph Franz Papius,,poi-1,Peter Christian Joseph Franz Papius,1
117.0,[N.N.] Papius,,,Peter Christian Joseph Franz Papius,,poi-1,Peter Christian Joseph Franz Papius,2
117.0,N.N. Papius,,,Peter Christian Joseph Franz Papius,117,poi-1,Peter Christian Joseph Franz Papius,3
117.0,Peter Christian Franz Papius,,,Peter Christian Joseph Franz Papius,117,poi-1,Peter Christian Joseph Franz Papius,5
117.0,Peter Christian Papius,,,Peter Christian Joseph Franz Papius,117,poi-1,Peter Christian Joseph Franz Papius,3
117.0,Peter Cristian Frantz Pape,,,Peter Christian Joseph Franz Papius,117,poi-1,Peter Christian Joseph Franz Papius,2
117.0,Petrus Christianus Josephus Papius,,,Peter Christian Joseph Franz Papius,117,poi-1,Peter Christian Joseph Franz Papius,2
118.0,[Johann] Hallenhorst,,,Johann Hallenhorst,,poi-1,Johann Hallenhorst,1
118.0,Ioannes Hallenhorst,,,Johann Hallenhorst,118,poi-1,Johann Hallenhorst,2
118.0,Johann Hallenhorst,,,Johann Hallenhorst,118,poi-1,Johann Hallenhorst,7
118.0,Johannes Hallenhorst,,,Johann Hallenhorst,118,poi-1,Johann Hallenhorst,12
118.0,Johannes Hallenhorst,Johann Hallenhorst,,Johann Hallenhorst,118,poi-1,Johann Hallenhorst,12
119.0,[Jacob] Berger,,,Johann Jakob Berger,,poi-1,Johann Jakob Berger,1
119.0,Jacob Berger,Jacob Berger Senior,,Jakob Berger,521,poi-2,Johann Jakob Berger,2
119.0,Jacob Berger,,,Jakob Berger,521,poi-2,Johann Jakob Berger,2
119.0,Jacobus Berger,Berringer,,Johann Jakob Berger,119,poi-1,Johann Jakob Berger,1
119.0,Jakob Berger,,,Jakob M. Berger,520,poi-1,Johann Jakob Berger,5
119.0,Johann Jakob Berger,,,Johann Jakob Berger,119,poi-1,Johann Jakob Berger,3
119.0,Johann Jakob Berger,Johann Jakob Beringer,,Johann Jakob Berger,119,poi-1,Johann Jakob Berger,3
120.0,[Georg Heinrich] Ludolf,Lüdolf / Ludolph,,Georg Heinrich Ludolph,,poi-1,Georg Heinrich Ludolf,1
120.0,Georg Heinrich Ludolf,,,Georg Heinrich Ludolph,120,poi-1,Georg Heinrich Ludolf,7
120.0,Georg Heinrich Ludolph,,,Georg Heinrich Ludolph,120,poi-1,Georg Heinrich Ludolf,7
121.0,Martha Berger,,,0,121,0,Martha Berger,1
122.0,Johann Heinrich Benedict Meier,,,Johann Heinrich Benedikt Meier,122,poi-2,Johann Heinrich Benedict Meier,2
122.0,Johann Henrich Meier,,,Johann Heinrich Benedikt Meier,122,poi-2,Johann Heinrich Benedict Meier,1
123.0,Hieronymus Friedrich Schorch,,,0,123,0,Hieronymus Friedrich Schorch,4
124.0,Christian Wilhelm Schorch,,,0,124,0,Christian Wilhelm Schorch,6
125.0,Friedrich Christian Schorch,,,0,125,0,Friedrich Christian Schorch,2
126.0,Johann Wilhelm Schorch,,,Johann Schorch,550,poi-2,Johann Wilhelm Schorch,1
128.0,Frantz Adam Bocklett,,,0,128,0,Frantz Adam Bocklett,1
129.0,Jacobus Franciscus Bocklet,,,0,129,0,Jakob Franz Bocklet,1
129.0,Jakob Franz Bocklet,Boclet,,0,129,0,Jakob Franz Bocklet,2
130.0,Justus Christoph Weltz,,,Justus Christoph Weltz,130,poi-2,Justus Christoph Weltz,2
130.0,Justus Christoph Weltz,,,Justus Christoph Weltz,130,poi-2,Justus Christoph Weltz,2
130.0,Justus Christophorus Weltz,,,Justus Christoph Weltz,130,poi-2,Justus Christoph Weltz,2
131.0,Johann Ernst Fratzscher,,,Johann Ernst Fratzscher,131,poi-2,Johann Ernst Fratzscher,4
131.0,Johann Ernst Fratzscher,,,Johann Ernst Fratzscher,131,poi-2,Johann Ernst Fratzscher,4
132.0,Christian Heinrich Weltz,,,Christian Heinrich Weltz,132,poi-2,Christian Heinrich Weltz,12
132.0,Christian Heinrich Weltz,Welz,,Christian Heinrich Weltz,132,poi-2,Christian Heinrich Weltz,12
133.0,Christoph Reichardt,,,Christoph Wilhelm Emanuel Reichardt,133,poi-2,Christoph Wilhelm Immanuel Reichart,4
133.0,Christoph Reichardt,Reichard / Reichart,,Christoph Wilhelm Emanuel Reichardt,133,poi-2,Christoph Wilhelm Immanuel Reichart,4
133.0,Christoph Reichhart,,,Christoph Wilhelm Emanuel Reichardt,133,poi-2,Christoph Wilhelm Immanuel Reichart,3
133.0,Christoph Wilhelm Emanuel Reichardt,Reichard / Reichart,,Christoph Wilhelm Emanuel Reichardt,133,poi-2,Christoph Wilhelm Immanuel Reichart,3
133.0,Christoph Wilhelm Immanuel Reichart,,,###,133?,poi-2,Christoph Wilhelm Immanuel Reichart,4
134.0,Friedrich Wilhelm Stallforth,,,Friedrich Wilhelm Stallforth,134,poi-2,Friedrich Wilhelm Stallforth,5
135.0,Christian Heinrich Weltz,,,Christian Heinrich Weltz,132,poi-2,Christian Heinrich Weltz,12
135.0,Christian Heinrich Weltz,Christian Heinrich Waltz,,Christian Heinrich Weltz,132,poi-2,Christian Heinrich Weltz,12
135.0,Heinrich Christian Weltz ,,,Christian Heinrich Weltz,135,poi-2,Christian Heinrich Weltz,6
135.0,Heinrich Christian Weltz ,Welz,,Christian Heinrich Weltz,135,poi-2,Christian Heinrich Weltz,6
137.0,Anna Regina Cöler,,,Christian Heinrich Weltz,137,0,Anna Regina Cöler,1
138.0,Martha Regina Gerstenberg,,,Christian Heinrich Weltz,138,0,Martha Regina Gerstenberger,1
138.0,Martha Regina Gerstenberger,,,Christian Heinrich Weltz,138,0,Martha Regina Gerstenberger,3
139.0,Johann Joachim Gerstenberg,,,Johann Joachim Gerstenberger,139,poi-2,Johann Joachim Gerstenberger,3
139.0,Johann Joachim Gerstenberger,,,Johann Joachim Gerstenberger,139,poi-2,Johann Joachim Gerstenberger,12
140.0,Martha Sabina Cöler ,,,Johann Joachim Gerstenberger,140,0,Martha Sabina Cöler ,1
142.0,Barbara N.N.,,,Johann Joachim Gerstenberger,142,0,Barbara N.N.,1
143.0,Maria Philippina Theresia Rotermund,,,Johann Joachim Gerstenberger,143,0,Maria Philippina Theresia Rotermund,2
143.0,Theresia Rotermund,,,Johann Joachim Gerstenberger,143,0,Theresia Rotermund,1
144.0,Catharina N.N.,,,Johann Joachim Gerstenberger,144,0,Catharina N.N.,1
145.0,Philippina von Bellmont,,,Johann Joachim Gerstenberger,145,0,Philippina von Bellmont,1
145.0,Philippina von Fensterer,Philippina von Bellmont,,Johann Joachim Gerstenberger,145,0,Philippina von Fensterer,1
146.0,Johann Jungk,,,Johann Wolfgang Jungk,146,poi-2,Johann Jungk,2
146.0,Johann Wolfgang Jungk,,,Johann Wolfgang Jungk,146,poi-2,Johann Wolfgang Jungk,21
147.0,Clara Catharina Bader,,,0,147,0,Clara Catharina Bader,4
148.0,Martha Sophie Schmidt,,,0,148,0,Martha Sophie Schmidt,3
149.0,Johann Jacob Schmidt,,,Johann Jakob Schmidt,149,poi-2,Johann Jakob Schmidt,6
149.0,Johann Jakob Schmidt,Schmid / Schmied / Schmidius / Schmitt / Smid,,Johann Jakob Schmidt,149,poi-2,Johann Jakob Schmidt,1
150.0,Martha Sophia Menius,,,0,150,0,Martha Sophia Menius,1
151.0,Justina Magdalena Schmidt,,,0,151,0,Justina Magdalena Schmidt,2
151.0,Justina Magdalena Schmidt ,,,0,151,0,Justina Magdalena Schmidt ,4
151.0,Justina Margaretha Schmidt ,,,0,151,0,Justina Margaretha Schmidt ,1
152.0,Anna Christina Möltzer ,,,0,152,0,Anna Christina Möltzer ,1
153.0,Johannes Stechanius,,,Johannes Stechau,153,poi-2,Johannes Stechanius,4
153.0,Johannes Stechanius ,Johannes Stechau,,Johannes Stechau,153,poi-2,Johannes Stechanius ,4
154.0,Barbara Regina Magdalena Langguth,,,0,154,0,Barbara Regina Magdalena Langguth,2
154.0,Regina Magdalena Langguth,,,0,154,0,Barbara Regina Magdalena Langguth,1
155.0,Eva Maria Breitenbach,,,0,155,0,Eva Maria Breitenbach,1
156.0,Hieronymus Friedrich Breitenbach,,,Hieronymus Friedrich Breitenbach,156,poi-2,Hieronymus Friedrich Breitenbach,3
157.0,Anna Veronica Schwengfeld,,,0,157,0,Anna Veronica Schwengfeld,1
158.0,Anna Maria von Zwehl,,,0,158,0,Anna Maria von Zwehl,1
159.0,Maria Anna Gudenus,,,0,159,0,Maria Anna Gudenus,2
159.0,Maria Anna von Gudenus,,,0,159,0,Maria Anna von Gudenus,1
160.0,Maria Katharina Böning,,,0,160,0,Maria Katharina Böning,3
160.0,Martha Catharina Böning,,,0,160,0,Martha Catharina Böning,1
161.0,Johann Nicolaus Reinhardt,,,Johann Nicolaus Reinhardt,161,poi-2,Johann Nicolaus Reinhardt,2
162.0,Dorothea Wilhelmina Birnstiel,,,0,162,0,Dorothea Wilhelmina Birnstiel,1
163.0,Georg Heinrich Birnstiel ,,,Georg Heinrich Birnstiel ,163,poi-2,Georg Heinrich Birnstiel ,2
163.0,Georg Heinrich Birnstiel ,Birnstilius / Biernstiel,,Georg Heinrich Birnstiel ,163,poi-2,Georg Heinrich Birnstiel ,2
163.0,Georg Heinrich Birnstiel ,Biernstiel,,Georg Heinrich Birnstiel ,163,poi-2,Georg Heinrich Birnstiel ,2
164.0,Maria Josepha Rotermund,,,0,164,0,Maria Josepha Rotermund,1
165.0,Anna Philippina Meinong,,,0,165,0,Anna Philippina Meinong,1
166.0,J[ohann] V[alentin] Friese,,,Johann Valentin Friese,166,poi-2,Johann Valentin Friese,1
166.0,Johann Valentin Friese,,,Johann Valentin Friese,166,poi-2,Johann Valentin Friese,18
166.0,Johann Valentin Frisius,,,Johann Valentin Friese,166,poi-2,Johann Valentin Friese,1
166.0,Johannes Valentin Frisius,,,Johann Valentin Friese,166,poi-2,Johann Valentin Friese,2
167.0,Josepha Rotermund,,,0,167,0,Josepha Rotermund,1
167.0,Sophia Josepha Rotermund ,,,0,167,0,Sophia Josepha Rotermund ,1
168.0,Francisca Renata Elisabeth Stahl,,,0,168,0,Franzisca Renata Elisabeth Stahl,2
168.0,Francisca Stahl ,,,0,168,0,Franzisca Stahl ,1
170.0,Martha Adami,,,0,170,0,Martha Adami,4
171.0,Adelgunda Elisabeth Streit,,,0,,0,Adelgunda Elisabeth Streit,1
172.0,Johannes Laurentius Welsch,,,Johann Lorenz Welsch,172,poi-2,Johannes Laurentius Welsch,1
173.0,Rosina Sophia Perthes,,,0,173,0,Rosina Sophia Perthes,1
174.0,Johann Justus Perthes,,,0,174,0,Johann Justus Perthes,2
175.0,Johanna Regina Hesse,,,0,175,0,Johanna Regina Hesse,1
176.0,Eleonora Sophia Friese,,,0,176,0,Eleonora Sophia Friese,1
176.0,Eleonore Sophie Friese,,,0,176,0,Eleonore Sophie Friese,7
177.0,Rosina Catharina Ulle ,,,0,177,0,Rosina Catharina Ulle ,2
178.0,Georg Ulla,,,Georg Ulle ,178,poi-2,Georg Ulle,4
178.0,Georg Ulle,,,Georg Ulle ,178,poi-2,Georg Ulle,4
178.0,Georg Ulle ,,,Georg Ulle ,178,poi-2,Georg Ulle ,4
179.0,Martha Sophia Schmatz,,,0,179,0,Martha Sophia Schmatz,1
180.0,Susanna Christina Weltz ,,,0,180,0,Susanna Christina Weltz ,5
181.0,Friederike Eleonore Weltz ,,,0,181,0,Friederike Eleonore Weltz ,3
182.0,Martha Magdalena Fabritius,,,0,182,0,Martha Magdalena Fabritius,2
183.0,Johann Heinrich Rudolphi ,,,0,183,0,Johann Heinrich Rudolphi ,1
184.0,Christina Schröder,,,0,184,0,Christina Schröder,1
185.0,Michael Schröder,,,0,185,0,Michael Schröder,1
186.0,Heinrich Enoch von Ziegler,,,Heinrich Enoch von Ziegler,186,poi-2,Heinrich Enoch von Ziegler,2
186.0,Heinrich Enoch Ziegler,,,Heinrich Enoch von Ziegler,186,poi-2,Heinrich Enoch Ziegler,4
186.0,Heinrich Enoch Ziegler,Ziegeler / Zieglerus / Zigler,,Heinrich Enoch von Ziegler,186,poi-2,Heinrich Enoch Ziegler,4
187.0,Anna Regina von Brettin,,,0,187,0,Anna Regina von Brettin,2
188.0,Johann Philipp Jacobi,,,Philipp Johann Jacobi,188,poi-2,Johann Philipp Jacobi,4
188.0,Philipp Johann Jacobi,,,Philipp Johann Jacobi,188,poi-2,Johann Philipp Jacobi,1
190.0,Sophie Brochhausen,,,0,190,0,Sophie Brochhausen,1
191.0,Jost Brochhausen,,,Jost Brochhausen,191,poi-1,Jost Brochhausen,16
192.0,Johanne Christiane Kießling,,,0,192,0,Johanne Christiane Kießling,1
193.0,Johann Kießling,,,0,193,0,Johann Kießling,3
194.0,Volckmar Schorch,,,0,194,0,Volckmar Schorch,2
195.0,Juditha Dorothea Stiede,,,0,195,0,Juditha Dorothea Stiede,1
196.0,Martha Rosina Beyer,,,0,196,0,Martha Rosina Beyer,1
197.0,Catharina Maria Vogel,Catharina Maria Schorch,,0,197,0,Catharina Maria Vogel,1
198.0,Christina Juditha Schorch,,,0,198,0,Christina Juditha Schorch,1
199.0,David Georg Ernemann,,,0,199,0,David Georg Ernemann,1
200.0,Catharina Dorothea Fischer,,,0,200,0,Catharina Dorothea Fischer,1
201.0,Balthasar Fischer ,,,0,201,0,Balthasar Fischer ,1
202.0,Marie Dorothee Büchner,,,0,202,0,Marie Dorothee Büchner,1
203.0,Johann Christoph Büchner ,,,0,203,0,Johann Christoph Büchner ,2
204.0,M. Melchior Weidmann,,,M. Melchior Weidmann,204,poi-2,M. Melchior Weidmann,4
204.0,Melchior Weidmann,Melchior Weidemann,,M. Melchior Weidmann,204,poi-2,Melchior Weidmann,5
204.0,Melchior Weidmann,,,M. Melchior Weidmann,204,poi-2,Melchior Weidmann,5
205.0,Anna Voigt,,,0,205,0,Anna Voigt,1
206.0,Anna Berger ,,,0,206,0,Anna Berger ,1
207.0,Magdalena Berger,,,0,207,0,Magdalena Berger,1
208.0,Johann David Schorch,,,Johann Schorch,550,poi-2,Johann David Schorch,4
209.0,Anna Mohr ,Anna Noß,,0,209,0,Anna Mohr ,1
210.0,Christoph Avianus,,,0,210,0,Christoph Avianus,1
211.0,Johann Melchior Förster,,,0,211,0,Johann Melchior Förster,9
212.0,Johann Rehefeld,,,0,212,0,Johann Rehefeld,5
213.0,Wolff Christoph von Ziegler,,,0,213,0,Wolff Christoph von Ziegler,1
214.0,Antonetta Wilhelmina Ziegler,,,0,214,0,Antonetta Wilhelmina Ziegler,1
215.0,Maria Salome Müller ,,,0,215,0,Maria Salome Müller ,1
216.0,Johannes Schorch,,,0,216,0,Johannes Schorch,2
217.0,Johann Christian Gudenus,,,0,217,0,Johann Christian Gudenus,4
219.0,Johann Daniel von Lincker,,,Johann Daniel von Lincker,219,poi-1,Johann Daniel von Lincker,1
220.0,Ernestus Cöler,,,0,220,0,Ernst Köhler,1
221.0,Carl Friedrich Molitoris,,,0,221,0,Carl Friedrich Molitoris,1
222.0,Johann Anton Pipper,,,0,222,0,Johann Anton Pipper,1
223.0,Johann Jacob Frantz Spoenla,,,Johann Jakob Franz Spoenla,223,poi-2,Johann Jakob Franz Spoenla,1
223.0,Johann Jacobus Franciscus Spoenla,,,Johann Jakob Franz Spoenla,223,poi-2,Johann Jakob Franz Spoenla,1
223.0,Johann Jakob Franz Spoenla,,,Johann Jakob Franz Spoenla,223,poi-2,Johann Jakob Franz Spoenla,2
223.0,Johann Jakob Franz Spoenla,,,Johann Jakob Franz Spoenla,223,poi-2,Johann Jakob Franz Spoenla,2
224.0,Johann Carl Weltz,,,Johann Karl Weltz,224,poi-2,Johann Karl Weltz,3
224.0,Johann Carl Welz,,,Johann Karl Weltz,224,poi-2,Johann Karl Weltz,1
224.0,Johann Karl Weltz,Welz,,Johann Karl Weltz,224,poi-2,Johann Karl Weltz,2
224.0,Johann Karl Weltz,,,Johann Karl Weltz,224,poi-2,Johann Karl Weltz,2
225.0,Elias Andreas Stechan,,,0,225,0,Elias Andreas Stechan,1
226.0,Burckhardt Lincker,,,Burckhardt Lincker von Lützenwick,226,poi-2,Burckhardt Lincker,1
226.0,Burckhardt Lincker von Lützenwick,,,Burckhardt Lincker von Lützenwick,226,poi-2,Burckhardt Lincker von Lützenwick,3
228.0,Sibille Lincker,,,0,228,0,Sibille Lincker,1
229.0,[N.N.] Meinong,,,Nicolaus Meinong,,poi-1,Nicolaus Meinong,2
229.0,Nicolaus Meinong,,,Nicolaus Meinong,229,poi-1,Nicolaus Meinong,2
230.0,[N.N] Everts,,,N.N. Everts,,poi-1,[N.N] Everts,1
230.0,Joachim Dietrich Evers,,,N.N. Everts,230,poi-1,Joachim Dietrich Evers,2
230.0,Sebastian Evert,,,N.N. Everts,230,poi-1,Sebastian Evert,2
231.0,[Johann Moritz] Gudenus [?],,,Johann Mauritz Bodo von Gudenus,,poi-1,Johann Moritz Bodo Gudenus,2
231.0,Johann Mauritz Bodo Gudenus,,,Johann Mauritz Bodo von Gudenus,231,poi-1,Johann Moritz Bodo Gudenus,2
231.0,Johann Mauritz Bodo von Gudenus,,,Johann Mauritz Bodo von Gudenus,231,poi-1,Johann Moritz Bodo von Gudenus,5
231.0,Johannes Mauritius de Gudenus,,,Johann Mauritz Bodo von Gudenus,231,poi-1,Johann Moritz von Gudenus,2
231.0,Johannes Mauritius Gudenus,,,Johann Mauritz Bodo von Gudenus,231,poi-1,Johann Moritz Gudenus,2
232.0,Johann Gottfried Spoenla,,,Johann Gottfried Spoenla,73,poi-1,Johann Gottfried Spoenla,7
232.0,Johann Gottfried Spönla,,,Johann Gottfried Spoenla,73,poi-1,Johann Gottfried Spoenla,1
233.0,Philipp Wilhelm Freiher von Boyneburg,,,Philipp Wilhelm von Boineburg,233,poi-1,Philipp Wilhelm von Boineburg,7
233.0,Philipp Wilhelm Freiherr von Boineburg,,,Philipp Wilhelm von Boineburg,233,poi-1,Philipp Wilhelm von Boineburg,8
233.0,Philipp Wilhelm Graf und edler Herr von Boineburg,,,Philipp Wilhelm von Boineburg,233,poi-1,Philipp Wilhelm von Boineburg,7
233.0,Philipp Wilhelm Graf von Boyneburg,,,Philipp Wilhelm von Boineburg,233,poi-1,Philipp Wilhelm von Boineburg,15
233.0,Philipp Wilhelm Reichsgraf von Boineburg,,,Philipp Wilhelm von Boineburg,233,poi-1,Philipp Wilhelm von Boineburg,1
233.0,Philipp Wilhelm von Boineburg,,,Philipp Wilhelm von Boineburg,233,poi-1,Philipp Wilhelm von Boineburg,46
233.0,Philipp Wilhelm von Boineburg,Philipp Wilhelm Reichsgraf zu Boineburg,,Philipp Wilhelm von Boineburg,233,poi-1,Philipp Wilhelm von Boineburg,46
234.0,Johann Heinrich Rotermundt,,,Johann Heinrich Rotermund,234,poi-2,Johann Heinrich Rotermundt,4
235.0,Johann Adam Strecker,,,Johann Adam Strecker ,235,poi-2,Johann Adam Strecker,14
235.0,Johann Adam Strecker ,,,Johann Adam Strecker ,235,poi-2,Johann Adam Strecker ,1
236.0,Johann Bartholomäus Brückmann,,,Johann Bartholomäus Brückmann,236,poi-2,Johann Bartholomäus Brückmann,1
237.0,Johann Christian Baron von Boineburg,,,Johann Christian von Boineburg ,237,poi-2,Johann Christian von Boineburg,12
237.0,Johann Christian Freiherr von Boineburg,,,Johann Christian von Boineburg ,237,poi-2,Johann Christian von Boineburg,7
237.0,Johann Christian Freiherr von Boyneburg,Boineburg,,Johann Christian von Boineburg ,237,poi-2,Johann Christian von Boineburg,1
237.0,Johann Christian von Boineburg,,,Johann Christian von Boineburg ,237,poi-2,Johann Christian von Boineburg,34
237.0,Johann Christian von Boineburg,Boyneburg / Bönburg / Bemmelburg / Bemmelberg,,Johann Christian von Boineburg ,237,poi-2,Johann Christian von Boineburg,34
