place_old;place_new;comment_fs;suffix;community;region_1;region_2;continent;variant_1;variant_2;variant_3;Source
Tettnang in der Grafschaft Montfort;Tettnang, Grafschaft Montfort;;;;;;Europe;;;;Jahns/Erfurt
Teuschnitz;Teuschnitz;;;;;;Europe;;;;Universitätsmatrikeln
Teussenhusanus;Teussenhusanus;;;;;;Europe;;;;Universitätsmatrikeln
Teutsnicensi;Teutsnicensi;;;;;;Europe;;;;Universitätsmatrikeln
Thaboremontanus;Thaboremontanus;;;;;;Europe;;;;Universitätsmatrikeln
Thann;Thann;;;;;;Europe;;;;Universitätsmatrikeln
Theonis-Villanus;Theonis-Villanus;;;;;;Europe;;;;Universitätsmatrikeln
Thimistiriensis;Thimistiri;;;;;;Europe;;;;Universitätsmatrikeln
Thorn;Thorn;;;;;;Europe;;;;ProfAPI
Thorn/Westpreußen;Thorn, Westpreußen;;;;;;Europe;;;;Universitätsmatrikeln
Thrarbacensis;Thrarbach;;;;;;Europe;;;;Universitätsmatrikeln
Thürn;Thürn;;;;;;Europe;;;;HassiaSuperior
Tier;Tier;;;;;;Europe;;;;ProfAPI
Tigurinus;Tigurinus;;;;;;Europe;;;;Universitätsmatrikeln
Tilendropiensis;Tilendropi;;;;;;Europe;;;;Universitätsmatrikeln
Tillensis;Till;;;;;;Europe;;;;Universitätsmatrikeln
Tolbiacensis;Tolbiac;;;;;;Europe;;;;Universitätsmatrikeln
Töngeshoff;Töngeshoff;;;;;;Europe;;;;Universitätsmatrikeln
Töngeshoffensis;Töngeshoff;;;;;;Europe;;;;Universitätsmatrikeln
Tonna;Tonna;;;;;;Europe;;;;ProfAPI
Tonndorf;Tonndorf;;;;;;Europe;;;;ProfAPI
Tonndorf];Tonndorf];;;;;;Europe;;;;ProfAPI
Torgau;Torgau;;;;;;Europe;;;;ProfAPI
Tosenau ;Tosenau ;;;;;;Europe;;;;HassiaSuperior
Toyginus;Toyginus;;;;;;Europe;;;;Universitätsmatrikeln
Traidendorf bei Kallmünz;Traidendorf;;bei Kallmünz;;;;Europe;;;;ProfAPI
Traiectensis;Traiect;;;;;;Europe;;;;Universitätsmatrikeln
Trajectensis;Traject;;;;;;Europe;;;;Universitätsmatrikeln
Trarbacensis;Trarbach;;;;;;Europe;;;;Universitätsmatrikeln
Trautheim;Trautheim;;;;;;Europe;;;;ProfAPI
Trebitz;Trebitz;;;;;;Europe;;;;ProfAPI
Trebur;Trebur;;;;;;Europe;;;;HassiaSuperior
Trechtinghusanus;Trechtinghusanus;;;;;;Europe;;;;Universitätsmatrikeln
Trechtingshausen;Trechtingshausen;;;;;;Europe;;;;Universitätsmatrikeln
Treffurt;Treffurt;;;;;;Europe;;;;ProfAPI
Treffurt, St. Bonifatius;Treffurt, St. Bonifatius;;;;;;Europe;;;;ProfAPI
Treisa;Treisa;;;;;;Europe;;;;HassiaSuperior
Treistorfensis;Treistorf;;;;;;Europe;;;;Universitätsmatrikeln
Trenfelten;Trenfelten;;;;;;Europe;;;;HassiaSuperior
Trenfurtensis;Trenfurt;;;;;;Europe;;;;Universitätsmatrikeln
Trennfurt;Trennfurt;;;;;;Europe;;;;Universitätsmatrikeln
Trennfurtensis;Trennfurt;;;;;;Europe;;;;Universitätsmatrikeln
Treverensis;Trever;;;;;;Europe;;;;Universitätsmatrikeln
Treviranus;Treviranus;;;;;;Europe;;;;Universitätsmatrikeln
Trevirensis;Trevir;;;;;;Europe;;;;Universitätsmatrikeln
Trier;Trier;;;;;;Europe;;;;ProfAPI
Trierer;Trierer;;;;;;Europe;;;;Universitätsmatrikeln
Triffenstein;Triffenstein;;;;;;Europe;;;;HassiaSuperior
Triltzenbergensis;Triltzenberg;;;;;;Europe;;;;Universitätsmatrikeln
Trockau;Trockau;;;;;;Europe;;;;Universitätsmatrikeln
Tropich;Tropich;;;;;;Europe;;;;HassiaSuperior
Trosdorf;Trosdorf;;;;;;Europe;;;;Universitätsmatrikeln
Tübingen;Tübingen;;;;;;Europe;;;;ProfAPI
Tubingensis;Tubing;;;;;;Europe;;;;Universitätsmatrikeln
Tublngensis;Tublng;;;;;;Europe;;;;Universitätsmatrikeln
Tulendorff;Tulendorff;;;;;;Europe;;;;Universitätsmatrikeln
Tullensis;Tull;;;;;;Europe;;;;Universitätsmatrikeln
Türckheim;Türckheim;;;;;;Europe;;;;HassiaSuperior
Türckheim];Türckheim];;;;;;Europe;;;;HassiaSuperior
Turin;Turin;;;;;;Europe;;;;ProfAPI
Typographus;Typographus;;;;;;Europe;;;;Universitätsmatrikeln
Überlingen;Überlingen;;;;;;Europe;;;;Universitätsmatrikeln
Ubius;Ubius;;;;;;Europe;;;;Universitätsmatrikeln
Uckenhelmensis;Uckenhelm;;;;;;Europe;;;;Universitätsmatrikeln
Udenhe;Udenhe;;;;;;Europe;;;;Universitätsmatrikeln
Uderadtus;Uderadtus;;;;;;Europe;;;;Universitätsmatrikeln
Uderanus;Uderanus;;;;;;Europe;;;;Universitätsmatrikeln
Udra;Udra;;;;;;Europe;;;;Universitätsmatrikeln
Ulm;Ulm;;;;;;Europe;;;;ProfAPI
Ulmensis;Ulm;;;;;;Europe;;;;Universitätsmatrikeln
Ulrichstein;Ulrichstein;;;;;;Europe;;;;HassiaSuperior
Ultrajectensis;Ultraject;;;;;;Europe;;;;Universitätsmatrikeln
Umstadianus;Umstad;;;;;;Europe;;;;Universitätsmatrikeln
Umstadiensis;Umstadi;;;;;;Europe;;;;Universitätsmatrikeln
Umstatt;Umstatt;;;;;;Europe;;;;Universitätsmatrikeln
Undenheim;Undenheim;;;;;;Europe;;;;Universitätsmatrikeln
Undenheimensis;Undenheim;;;;;;Europe;;;;Universitätsmatrikeln
Underwaldensis;Underwald;;;;;;Europe;;;;Universitätsmatrikeln
Ungarn;Ungarn;;;;;;Europe;;;;ProfAPI
Ungarn, Feldlager;Ungarn, Feldlager;;;;;;Europe;;;;ProfAPI
Unkel am Rhein;Unkel am Rhein;;;;;;Europe;;;;ProfAPI
Upsala;Upsala;;;;;;Europe;;;;ProfAPI
Ursel;Ursel;;;;;;Europe;;;;Universitätsmatrikeln
Urselanus/Eichsf;Urselanus, Eichsfeld;;;;;;Europe;;;;Universitätsmatrikeln
Ursell;Ursell;;;;;;Europe;;;;Universitätsmatrikeln
Ursellanus;Ursellanus;;;;;;Europe;;;;Universitätsmatrikeln
Ursellanus/Eichsf;Ursellanus, Eichsfeld;;;;;;Europe;;;;Universitätsmatrikeln
Ursellanus-Wetteravus;Ursellanus-Wetteravus;;;;;;Europe;;;;Universitätsmatrikeln
Ursfeldensis;Ursfeld;;;;;;Europe;;;;Universitätsmatrikeln
Usingen;Usingen;;;;;;Europe;;;;ProfAPI
Usingensis;Using;;;;;;Europe;;;;Universitätsmatrikeln
Uttifhofen;Uttifhofen;;;;;;Europe;;;;Universitätsmatrikeln
Valendar;Valendar;;;;;;Europe;;;;Universitätsmatrikeln
Valentinianus;Valentin;;;;;;Europe;;;;Universitätsmatrikeln
Valentinus;Valentinus;;;;;;Europe;;;;Universitätsmatrikeln
Valmy;Valmy;;;;;;Europe;;;;Universitätsmatrikeln
Valthuranus;Valthuranus;;;;;;Europe;;;;Universitätsmatrikeln
Valveyensis;Valvey;;;;;;Europe;;;;Universitätsmatrikeln
Vangio;Vangio;;;;;;Europe;;;;Universitätsmatrikeln
Vargulensis;Vargul;;;;;;Europe;;;;Universitätsmatrikeln
Vechtensis;Vecht;;;;;;Europe;;;;Universitätsmatrikeln
Veitshochheim;Veitshochheim;;;;;;Europe;;;;Universitätsmatrikeln
Velmede bei Meschede;Velmede, Meschede;;bei Meschede;;;;Europe;;;;ProfAPI
Vendersheimensis;Vendersheim;;;;;;Europe;;;;Universitätsmatrikeln
Venedig;Venedig;;;;;;Europe;;;;ProfAPI
Venningensis;Venning;;;;;;Europe;;;;Universitätsmatrikeln
Venradensis;Venrad;;;;;;Europe;;;;Universitätsmatrikeln
Verbacensis;Verbach;;;;;;Europe;;;;Universitätsmatrikeln
Verdun;Verdun;;;;;;Europe;;;;Universitätsmatrikeln
Verdunensis;Verdun;;;;;;Europe;;;;Universitätsmatrikeln
Veriensis;Veri;;;;;;Europe;;;;Universitätsmatrikeln
Vermont;Vermont;;;;;;Europe;;;;HassiaSuperior
Vernensis;Vern;;;;;;Europe;;;;Universitätsmatrikeln
Verniensis;Verni;;;;;;Europe;;;;Universitätsmatrikeln
Verschaviensis;Verschavi;;;;;;Europe;;;;Universitätsmatrikeln
Verse;Verse;;;;;;Europe;;;;HassiaSuperior
Verteid;Verteid;;;;;;Europe;;;;Universitätsmatrikeln
Vervianus;Verv;;;;;;Europe;;;;Universitätsmatrikeln
Verviensis;Vervi;;;;;;Europe;;;;Universitätsmatrikeln
Vesaliensis;Vesali;;;;;;Europe;;;;Universitätsmatrikeln
Vesta;Vesta;;;;;;Europe;;;;Universitätsmatrikeln
Vetterweil;Vetterweil;;;;;;Europe;;;;HassiaSuperior
Viandensis;Viand;;;;;;Europe;;;;Universitätsmatrikeln
Vic;Vic;;;;;;Europe;;;;Universitätsmatrikeln
Vicensis;Vic;;;;;;Europe;;;;Universitätsmatrikeln
Vienentusgenus.;Vienentusgenus.;;;;;;Europe;;;;ProfAPI
Vienentusgenus.;Vienentusgenus.;???;;;;;Europe;;;;Jahns/Erfurt
Viennensis;Vienn;;;;;;Europe;;;;Universitätsmatrikeln
Viernheim;Viernheim;;;;;;Europe;;;;Universitätsmatrikeln
Vikar;Vikar;;;;;;Europe;;;;Universitätsmatrikeln
Vilbel;Vilbel;;;;;;Europe;;;;Universitätsmatrikeln
Vilensis;Vil;;;;;;Europe;;;;Universitätsmatrikeln
Villa;Villa;;;;;;Europe;;;;Universitätsmatrikeln
Villers-la-Ville;Villers-la-Ville;;;;;;Europe;;;;Universitätsmatrikeln
Villmar;Villmar;;;;;;Europe;Villmarm;;;G / 1719 März 6
Villmar;Villmar;;;;;;Europe;;;;Universitätsmatrikeln
Villmariensis;Villmari;;;;;;Europe;;;;Universitätsmatrikeln
Vilmar;Vilmar;;;;;;Europe;;;;HassiaSuperior
Vilmariensis;Vilmari;;;;;;Europe;;;;Universitätsmatrikeln
Vilsecensis;Vilsec;;;;;;Europe;;;;Universitätsmatrikeln
Vincentius;Vincentius;;;;;;Europe;;;;Universitätsmatrikeln
Vinicellanus;Vinicellanus;;;;;;Europe;;;;Universitätsmatrikeln
Vini-Cellanus;Vini-Cellanus;;;;;;Europe;;;;Universitätsmatrikeln
Vinstatt;Vinstatt;;;;;;Europe;;;;HassiaSuperior
Vippach;Vippach;;;;;;Europe;;;;ProfAPI
Vippach, Amt;Vippach, Amt;;;;;;Europe;;;;ProfAPI
Vippach, Schloss Vippach;Vippach, Schloss Vippach;;;;;;Europe;;;;ProfAPI
Vippachedelhausen;Vippachedelhausen;;;;;;Europe;;;;ProfAPI
Virdunensis;Virdun;;;;;;Europe;;;;Universitätsmatrikeln
Vireux;Vireux;;;;;;Europe;;;;Universitätsmatrikeln
Virneburg in der Eifel;Virneburg in der Eifel;;;;;;Europe;;;;ProfAPI
Virnheimensis;Virnheim;;;;;;Europe;;;;Universitätsmatrikeln
Virtonensis;Virton;;;;;;Europe;;;;Universitätsmatrikeln
Visetanus;Visetanus;;;;;;Europe;;;;Universitätsmatrikeln
Visitensis;Visit;;;;;;Europe;;;;Universitätsmatrikeln
Vitlichius;Vitlichius;;;;;;Europe;;;;Universitätsmatrikeln
Vizedomamt Bingen;Vizedomamt Bingen;;;;;;Europe;;;;ProfAPI
Vlacht;Vlacht;;;;;;Europe;;;;HassiaSuperior
Vlnicellanus;Vlnicellanus;;;;;;Europe;;;;Universitätsmatrikeln
Vlotho;Vlotho;;;;;;Europe;;;;ProfAPI
Vockenhusanus;Vockenhusanus;;;;;;Europe;;;;Universitätsmatrikeln
VOGELSBERG;VOGELSBERG;;;;;;Europe;;;;HassiaSuperior
Volckenhusanus;Volckenhusanus;;;;;;Europe;;;;Universitätsmatrikeln
Volckmariensis;Volckmari;;;;;;Europe;;;;Universitätsmatrikeln
Volkach;Volkach;;;;;;Europe;;;;Universitätsmatrikeln
Volkmarsen;Volkmarsen;;;;;;Europe;;;;Universitätsmatrikeln
Vollbacensis;Vollbach;;;;;;Europe;;;;Universitätsmatrikeln
Vollrads;Vollrads;;;;;;Europe;;;;Universitätsmatrikeln
Volmersdorf;Volmersdorf;;;;;;Europe;;;;Universitätsmatrikeln
Volraths;Volraths;;;;;;Europe;;;;Universitätsmatrikeln
Volrats;Volrats;;;;;;Europe;;;;Universitätsmatrikeln
Vorchemensis;Vorchem;;;;;;Europe;;;;Universitätsmatrikeln
Vorchemius;Vorchemius;;;;;;Europe;;;;Universitätsmatrikeln
Vorchheimensis;Vorchheim;;;;;;Europe;;;;Universitätsmatrikeln
Vosswalde (heute: Fosowskie, Polen);Vosswalde;;;; Polen;;Europe;; Fosowskie;;ProfAPI
Vosswalde (heute: Fosowskie, Polen);Vosswalde;;;;;;Europe;;;;Jahns/Erfurt
Vratislav/Silesius;Vratislav, Silesius;;;;;;Europe;;;;Universitätsmatrikeln
Vüsthalensis;Vüsthal;;;;;;Europe;;;;Universitätsmatrikeln
Waal;Waal;;;;;;Europe;;;;HassiaSuperior
Wachsstadianus/Eichsf;Wachsstad, Eichsf;;;;;;Europe;;;;Universitätsmatrikeln
Wackstettensis;Wackstett;;;;;;Europe;;;;Universitätsmatrikeln
Waghaiselanus;Waghaiselanus;;;;;;Europe;;;;Universitätsmatrikeln
Waibstadianus;Waibstad;;;;;;Europe;;;;Universitätsmatrikeln
Waibstadt;Waibstadt;;;;;;Europe;;;;Universitätsmatrikeln
Waigolshusanus;Waigolshusanus;;;;;;Europe;;;;Universitätsmatrikeln
Waischenfeld;Waischenfeld;;;;;;Europe;;;;Universitätsmatrikeln
Waldalgesheim;Waldalgesheim;;;;;;Europe;;;;Universitätsmatrikeln
Waldaschaffenberg;Waldaschaffenberg;;;;;;Europe;;;;Universitätsmatrikeln
Waldaschaffenburgensis;Waldaschaffenburg;;;;;;Europe;;;;Universitätsmatrikeln
Waldböckelheim;Waldböckelheim;;;;;;Europe;;;;Universitätsmatrikeln
Waldbredibus;Waldbredibus;;;;;;Europe;;;;Universitätsmatrikeln
Waldecensis;Waldec;;;;;;Europe;;;;Universitätsmatrikeln
Waldeckensis;Waldeck;;;;;;Europe;;;;Universitätsmatrikeln
Waldenberg;Waldenberg;;;;;;Europe;;;;Universitätsmatrikeln
Waldenburg bei Öhringen;Waldenburg, Öhringen;;bei Öhringen;;;;Europe;;;;ProfAPI
Waldernbacensis;Waldernbach;;;;;;Europe;;;;Universitätsmatrikeln
Waldheim;Waldheim;;;;;;Europe;;;;Universitätsmatrikeln
Waldhilbersheim/Hunsrück;Waldhilbersheim, Hunsrück;;;;;;Europe;;;;Universitätsmatrikeln
Waldhilbersheimensis;Waldhilbersheim;;;;;;Europe;;;;Universitätsmatrikeln
Wald-Hilbersheimensis;Wald-Hilbersheim;;;;;;Europe;;;;Universitätsmatrikeln
Waldishusanus;Waldishusanus;;;;;;Europe;;;;Universitätsmatrikeln
Waldkirchensis;Waldkirch;;;;;;Europe;;;;Universitätsmatrikeln
Waldmanshausen;Waldmanshausen;;;;;;Europe;;;;HassiaSuperior
Waldorf;Waldorf;;;;;;Europe;;;;Universitätsmatrikeln
Waldorffensis;Waldorff;;;;;;Europe;;;;Universitätsmatrikeln
Waldshut;Waldshut;;;;;;Europe;;;;Universitätsmatrikeln
Waldstadt;Waldstadt;;;;;;Europe;;;;Universitätsmatrikeln
Waldt;Waldt;;;;;;Europe;;;;HassiaSuperior
Walhusanus;Walhusanus;;;;;;Europe;;;;Universitätsmatrikeln
Walldürn;Walldürn;;;;;;Europe;;;;ProfAPI
Wallenfels;Wallenfels;;;;;;Europe;;;;Universitätsmatrikeln
Wallersheimensis;Wallersheim;;;;;;Europe;;;;Universitätsmatrikeln
Wallersteden;Wallersteden;;;;;;Europe;;;;HassiaSuperior
Wallstadiensis;Wallstadi;;;;;;Europe;;;;Universitätsmatrikeln
Wallthuranus;Wallthuranus;;;;;;Europe;;;;Universitätsmatrikeln
Wallthüranus;Wallthüranus;;;;;;Europe;;;;Universitätsmatrikeln
Wallthurn;Wallthurn;;;;;;Europe;;;;Universitätsmatrikeln
Wallthürn;Wallthürn;;;;;;Europe;;;;Universitätsmatrikeln
Walluf;Walluf;;;;;;Europe;;;;Universitätsmatrikeln
Walluffiensis;Walluffi;;;;;;Europe;;;;Universitätsmatrikeln
Walluffius;Walluffius;;;;;;Europe;;;;Universitätsmatrikeln
Wallufianus;Walluf;;;;;;Europe;;;;Universitätsmatrikeln
Wallufius;Wallufius;;;;;;Europe;;;;Universitätsmatrikeln
Walluvius;Walluvius;;;;;;Europe;;;;Universitätsmatrikeln
Walmerodanus;Walmerodanus;;;;;;Europe;;;;Universitätsmatrikeln
Walsdorf;Walsdorf;;;;;;Europe;;;;Universitätsmatrikeln
Walstadianus;Walstad;;;;;;Europe;;;;Universitätsmatrikeln
Walthllranus;Walthllranus;;;;;;Europe;;;;Universitätsmatrikeln
Walthuranus;Walthuranus;;;;;;Europe;;;;Universitätsmatrikeln
Walthüranus;Walthüranus;;;;;;Europe;;;;Universitätsmatrikeln
Walthürn;Walthürn;;;;;;Europe;;;;Universitätsmatrikeln
Waluffius;Waluffius;;;;;;Europe;;;;Universitätsmatrikeln
Wambacensis;Wambach;;;;;;Europe;;;;Universitätsmatrikeln
Wandersleben;Wandersleben;;;;;;Europe;;;;ProfAPI
Wanfried;Wanfried;;;;;;Europe;;;;ProfAPI
Warbergensis;Warberg;;;;;;Europe;;;;Universitätsmatrikeln
Warbur;Warbur;;;;;;Europe;;;;Universitätsmatrikeln
Warburg;Warburg;;;;;;Europe;;;;ProfAPI
Warburgensis;Warburg;;;;;;Europe;;;;Universitätsmatrikeln
Warburgensis/Westf;Warburg, Westf;;;;;;Europe;;;;Universitätsmatrikeln
Warcetanus;Warcetanus;;;;;;Europe;;;;Universitätsmatrikeln
Warendorpiensis;Warendorpi;;;;;;Europe;;;;Universitätsmatrikeln
Warize/Lothringen;Warize, Lothringen;;;;;;Europe;;;;Universitätsmatrikeln
Warpurgensis;Warpurg;;;;;;Europe;;;;Universitätsmatrikeln
Warsheimensis;Warsheim;;;;;;Europe;;;;Universitätsmatrikeln
Warsten;Warsten;;;;;;Europe;;;;Universitätsmatrikeln
Warstensis;Warst;;;;;;Europe;;;;Universitätsmatrikeln
Warstensis/Westphalus;Warst, Westphalus;;;;;;Europe;;;;Universitätsmatrikeln
Wartbergensis;Wartberg;;;;;;Europe;;;;Universitätsmatrikeln
Wartelsteinensis;Wartelstein;;;;;;Europe;;;;Universitätsmatrikeln
Warthausen;Warthausen;;;;;;Europe;;;;Universitätsmatrikeln
Wattenheimensis;Wattenheim;;;;;;Europe;;;;Universitätsmatrikeln
Wechterspach;Wechterspach;;;;;;Europe;;;;HassiaSuperior
Wechterswinkel;Wechterswinkel;;;;;;Europe;;;;ProfAPI
Wegberg;Wegberg;;;;;;Europe;;;;ProfAPI
Wegbergensis;Wegberg;;;;;;Europe;;;;Universitätsmatrikeln
Wehr;Wehr;;;;;;Europe;Wehrr;;;G / 1703 September 21
Weiberfeld;Weiberfeld;;;;;;Europe;;;;Universitätsmatrikeln
Weiberhoffensis;Weiberhoff;;;;;;Europe;;;;Universitätsmatrikeln
Weidachshof;Weidachshof;;;;;;Europe;;;;Universitätsmatrikeln
Weidenhanensis;Weidenhan;;;;;;Europe;;;;Universitätsmatrikeln
Weiers;Weiers;;;;;;Europe;;;;HassiaSuperior
Weigolshusanus;Weigolshusanus;;;;;;Europe;;;;Universitätsmatrikeln
Weigolthusanus;Weigolthusanus;;;;;;Europe;;;;Universitätsmatrikeln
Weil;Weil;;;;;;Europe;;;;Universitätsmatrikeln
Weilbacensis;Weilbach;;;;;;Europe;;;;Universitätsmatrikeln
Weilburg ;Weilburg ;;;;;;Europe;;;;HassiaSuperior
Weilburgensis;Weilburg;;;;;;Europe;;;;Universitätsmatrikeln
Weiler;Weiler;;;;;;Europe;;;;Universitätsmatrikeln
Weileranus;Weileranus;;;;;;Europe;;;;Universitätsmatrikeln
Weilerstadianus;Weilerstad;;;;;;Europe;;;;Universitätsmatrikeln
Weimar;Weimar;;;;;;Europe;;;;ProfAPI
Weimariensis;Weimari;;;;;;Europe;;;;Universitätsmatrikeln
Weinheim;Weinheim;;;;;;Europe;;;;Universitätsmatrikeln
Weinheimensis;Weinheim;;;;;;Europe;;;;Universitätsmatrikeln
Weinsheim;Weinsheim;;;;;;Europe;;;;Universitätsmatrikeln
Weinsheimensis;Weinsheim;;;;;;Europe;;;;Universitätsmatrikeln
Weisenau;Weisenau;;;;;;Europe;;;;HassiaSuperior
Weisenauiensis;Weisenaui;;;;;;Europe;;;;Universitätsmatrikeln
Weisenauius;Weisenauius;;;;;;Europe;;;;Universitätsmatrikeln
Weisenaviensis;Weisenavi;;;;;;Europe;;;;Universitätsmatrikeln
Weisenavius;Weisenavius;;;;;;Europe;;;;Universitätsmatrikeln
Weisenaw;Weisenaw;;;;;;Europe;;;;HassiaSuperior
Weisenbornen;Weisenbornen;;;;;;Europe;;;;Universitätsmatrikeln
Weisentalensis;Weisental;;;;;;Europe;;;;Universitätsmatrikeln
Weisholzhusanus;Weisholzhusanus;;;;;;Europe;;;;Universitätsmatrikeln
Weiskirchen;Weiskirchen;;;;;;Europe;;;;Universitätsmatrikeln
Weiskirchensis;Weiskirch;;;;;;Europe;;;;Universitätsmatrikeln
Weisselanus;Weisselanus;;;;;;Europe;;;;Universitätsmatrikeln
Weissenau;Weissenau;;;;;;Europe;;;;Universitätsmatrikeln
Weissenaviensis;Weissenavi;;;;;;Europe;;;;Universitätsmatrikeln
Weissenbacensis;Weissenbach;;;;;;Europe;;;;Universitätsmatrikeln
Weißenbach;Weißenbach;;;;;;Europe;;;;Universitätsmatrikeln
Weißenborn-Lüderode;Weißenborn-Lüderode;;;;;;Europe;Weissenborn im Eichsfeld;;;G / 1695 März 11
Weißenburg;Weißenburg;;;;;;Europe;;;;Universitätsmatrikeln
Weissenburgensis;Weissenburg;;;;;;Europe;;;;Universitätsmatrikeln
Weißensee;Weißensee;;;;;;Europe;;;;ProfAPI
Weißkichen;Weißkichen;;;;;;Europe;;;;Universitätsmatrikeln
Weißkirchen;Weißkirchen;;;;;;Europe;;;;Universitätsmatrikeln
Weißkirchensis;Weißkirch;;;;;;Europe;;;;Universitätsmatrikeln
Weissmee;Weissmee;;;;;;Europe;;;;Universitätsmatrikeln
Weis-Wampach;Weis-Wampach;;;;;;Europe;;;;Universitätsmatrikeln
Weitersweilensis;Weitersweil;;;;;;Europe;;;;Universitätsmatrikeln
Weitersweiler;Weitersweiler;;;;;;Europe;;;;Universitätsmatrikeln
Welhovius;Welhovius;;;;;;Europe;;;;Universitätsmatrikeln
Wellburgensis;Wellburg;;;;;;Europe;;;;Universitätsmatrikeln
Wellensis;Well;;;;;;Europe;;;;Universitätsmatrikeln
Wellmichensis;Wellmich;;;;;;Europe;;;;Universitätsmatrikeln
Welmenach;Welmenach;;;;;;Europe;;;;HassiaSuperior
Welmerote;Welmerote;;;;;;Europe;;;;HassiaSuperior
Welmichiensis;Welmichi;;;;;;Europe;;;;Universitätsmatrikeln
Welmichius;Welmichius;;;;;;Europe;;;;Universitätsmatrikeln
Welsenaviensis;Welsenavi;;;;;;Europe;;;;Universitätsmatrikeln
Welsenburgensis;Welsenburg;;;;;;Europe;;;;Universitätsmatrikeln
Welsheimensis;Welsheim;;;;;;Europe;;;;Universitätsmatrikeln
Welstatt;Welstatt;;;;;;Europe;;;;HassiaSuperior
Wendehausen;Wendehausen;;;;;;Europe;;;;ProfAPI
Wendehausen bei Treffurt;Wendehausen, Treffurt;;bei Treffurt;;;;Europe;;;;ProfAPI
Wendelincoranus;Wendelincoranus;;;;;;Europe;;;;Universitätsmatrikeln
Wendelinus;Wendelinus;;;;;;Europe;;;;Universitätsmatrikeln
Wengensis;Weng;;;;;;Europe;;;;Universitätsmatrikeln
Wengeskirchen;Wengeskirchen;;;;;;Europe;;;;Universitätsmatrikeln
Wenigerodensis;Wenigerod;;;;;;Europe;;;;Universitätsmatrikeln
Weningkloh;Weningkloh;;;;;;Europe;;;;Universitätsmatrikeln
Wennensis;Wenn;;;;;;Europe;;;;Universitätsmatrikeln
Wennigloh;Wennigloh;;;;;;Europe;;;;ProfAPI
Wenningloh/;Wenningloh, ;;;;;;Europe;;;;Universitätsmatrikeln
Wensensis/Tyroli;Wens, Tyroli;;;;;;Europe;;;;Universitätsmatrikeln
Werbacensis;Werbach;;;;;;Europe;;;;Universitätsmatrikeln
Werbach;Werbach;;;;;;Europe;;;;Universitätsmatrikeln
Werbiensis;Werbi;;;;;;Europe;;;;Universitätsmatrikeln
Werborn;Werborn;;;;;;Europe;;;;Universitätsmatrikeln
Werchau;Werchau;;;;;;Europe;;;;Universitätsmatrikeln
Werda;Werda;;;;;;Europe;;;;ProfAPI
Werda im Vogtland;Werda, Vogtland;;;;;;Europe;;;;ProfAPI
Werdensis;Werd;;;;;;Europe;;;;Universitätsmatrikeln
Werdum;Werdum;;;;;;Europe;;;;Universitätsmatrikeln
Werges;Werges;;;;;;Europe;;;;Universitätsmatrikeln
Wergheimensis;Wergheim;;;;;;Europe;;;;Universitätsmatrikeln
Werghusanus;Werghusanus;;;;;;Europe;;;;Universitätsmatrikeln
Werheimensis;Werheim;;;;;;Europe;;;;Universitätsmatrikeln
Weringen;Weringen;;;;;;Europe;;;;HassiaSuperior
Werl;Werl;;;;;;Europe;;;;Universitätsmatrikeln
Werlensis;Werl;;;;;;Europe;;;;Universitätsmatrikeln
Wernbacensis;Wernbach;;;;;;Europe;;;;Universitätsmatrikeln
Wernerus;Wernerus;;;;;;Europe;;;;Universitätsmatrikeln
Werschau;Werschau;;;;;;Europe;;;;Universitätsmatrikeln
Werschauiensis;Werschaui;;;;;;Europe;;;;Universitätsmatrikeln
Werschaviensis;Werschavi;;;;;;Europe;;;;Universitätsmatrikeln
Werschensis;Wersch;;;;;;Europe;;;;Universitätsmatrikeln
Wersensis;Wers;;;;;;Europe;;;;Universitätsmatrikeln
Werstatt;Werstatt;;;;;;Europe;;;;Universitätsmatrikeln
Werstattensis;Werstatt;;;;;;Europe;;;;Universitätsmatrikeln
Wertheim;Wertheim;;;;;;Europe;;;;ProfAPI
Wertheimensis;Wertheim;;;;;;Europe;;;;Universitätsmatrikeln
Werthensis;Werth;;;;;;Europe;;;;Universitätsmatrikeln
Wesalensis;Wesal;;;;;;Europe;;;;Universitätsmatrikeln
Wesaliensis;Wesali;;;;;;Europe;;;;Universitätsmatrikeln
Wesel;Wesel;;;;;;Europe;;;;Universitätsmatrikeln
Wesellanus;Wesellanus;;;;;;Europe;;;;Universitätsmatrikeln
Wessaliensis;Wessali;;;;;;Europe;;;;Universitätsmatrikeln
WESTER]WALD;WESTER]WALD;;;;;;Europe;;;;HassiaSuperior
Westerburg;Westerburg;;;;;;Europe;;;;Universitätsmatrikeln
Westerburg ;Westerburg ;;;;;;Europe;;;;HassiaSuperior
Westerhausen;Westerhausen;;;;;;Europe;;;;Universitätsmatrikeln
Westerodanus;Westerodanus;;;;;;Europe;;;;Universitätsmatrikeln
WESTERWALD];WESTERWALD];;;;;;Europe;;;;HassiaSuperior
Westfalen;Westfalen;;;;;;Europe;;;;ProfAPI
Westfalus;Westfalus;;;;;;Europe;;;;Universitätsmatrikeln
Westhausen;Westhausen;;;;;;Europe;;;;Universitätsmatrikeln
Westhofen;Westhofen;;;;;;Europe;;;;Universitätsmatrikeln
Westhofen ;Westhofen ;;;;;;Europe;;;;HassiaSuperior
Westhoffius;Westhoffius;;;;;;Europe;;;;Universitätsmatrikeln
