place_old;place_new;comment_fs;suffix;community;region_1;region_2;continent;variant_1;variant_2;variant_3;Source
Lano-Limburg;Lano-Limburg;;;;;;Europe;;;;Universitätsmatrikeln
Lansteinensis;Lanstein;;;;;;Europe;;;;Universitätsmatrikeln
Laodunus;Laodunus;;;;;;Europe;;;;Universitätsmatrikeln
Lasp.;Lasp.;;;;;;Europe;;;;HassiaSuperior
Laubach;Laubach;;;;;;Europe;;;;HassiaSuperior
Laubenheim;Laubenheim;;;;;;Europe;;;;Universitätsmatrikeln
Laubenheim ;Laubenheim ;;;;;;Europe;;;;HassiaSuperior
Laubenheimensis;Laubenheim;;;;;;Europe;;;;Universitätsmatrikeln
Laubertshusanus;Laubertshusanus;;;;;;Europe;;;;Universitätsmatrikeln
Lauda (Lauda-Königshofen);Lauda,  Lauda-Königshofen;;;;;;Europe;Lauda;;;G / 1656 Dezember 18
Laudemus;Laudemus;;;;;;Europe;;;;Universitätsmatrikeln
Laudenbacensis;Laudenbac;;;;;;Europe;;;;Universitätsmatrikeln
Laudenbergensis;Laudenberg;;;;;;Europe;;;;Universitätsmatrikeln
Laudenburgensis;Laudenburg;;;;;;Europe;;;;Universitätsmatrikeln
Lauderbacensis;Lauderbac;;;;;;Europe;;;;Universitätsmatrikeln
Lauffacensis;Lauffac;;;;;;Europe;;;;Universitätsmatrikeln
Lauffenbergensis;Lauffenberg;;;;;;Europe;;;;Universitätsmatrikeln
Lauffensis;Lauff;;;;;;Europe;;;;Universitätsmatrikeln
Lauffsenburgensis;Lauffsenburg;;;;;;Europe;;;;Universitätsmatrikeln
Laurisanus;Laurisanus;;;;;;Europe;;;;Universitätsmatrikeln
Laurissanus;Laurissanus;;;;;;Europe;;;;Universitätsmatrikeln
Lauterbacensis;Lauterbac;;;;;;Europe;;;;Universitätsmatrikeln
Lauterbach;Lauterbach;;;;;;Europe;;;;HassiaSuperior
Lauterburg;Lauterburg;;;;;;Europe;;;;Universitätsmatrikeln
Lauterburgensis;Lauterburg;;;;;;Europe;;;;Universitätsmatrikeln
Lautereckensis;Lautereck;;;;;;Europe;;;;Universitätsmatrikeln
Lauterensis;Lauter;;;;;;Europe;;;;Universitätsmatrikeln
Lautreckius;Lautreckius;;;;;;Europe;;;;Universitätsmatrikeln
Layanus/Mosel;Layanus, Mosel;;;;;;Europe;;;;Universitätsmatrikeln
Lechenich;Lechenich;;;;;;Europe;;;;Universitätsmatrikeln
Lechnich;Lechnich;;;;;;Europe;;;;Universitätsmatrikeln
Lechusanus;Lechusanus;;;;;;Europe;;;;Universitätsmatrikeln
Legensis;Legen;;;;;;Europe;;;;Universitätsmatrikeln
Lehmensis;Lehm;;;;;;Europe;;;;Universitätsmatrikeln
Lehnfeldensis;Lehnfeld;;;;;;Europe;;;;Universitätsmatrikeln
Leiden;Leiden;;;;;;Europe;;;;ProfAPI
Leidensis/Eichsf;Leid, Eichsfeld;;;;;;Europe;;;;Universitätsmatrikeln
Leidesdorpensis;Leidesdorp;;;;;;Europe;;;;Universitätsmatrikeln
Leinefeide/Eichsfeid;Leinefeide, Eichsfeid;;;;;;Europe;;;;Universitätsmatrikeln
Leinefeld;Leinefeld;;;;;;Europe;;;;Universitätsmatrikeln
Leinefelde (Eichsfeld);Leinefelde;;;; Eichsfeld;;Europe;;;;ProfAPI
Leinefelde (Eichsfeld);Leinefelde;;;;;;Europe;;;;Jahns/Erfurt
Leinefeld-Eichsfeldensis;Leinefeld-Eichsfeld;;;;;;Europe;;;;Universitätsmatrikeln
Leinefeldensis;Leinefeld;;;;;;Europe;;;;Universitätsmatrikeln
Leinfelde;Leinfelde;;;;;;Europe;;;;Universitätsmatrikeln
Leiningensis;Leining;;;;;;Europe;;;;Universitätsmatrikeln
Leipzig;Leipzig;;;;;;Europe;;;;ProfAPI
Leipzig, Nikolaikirche;Leipzig, Nikolaikirche;;;;;;Europe;;;;ProfAPI
Lemburg;Lemburg;;;;;;Europe;;;;HassiaSuperior
Lemgo;Lemgo;;;;;;Europe;;;;Universitätsmatrikeln
Lengfelt;Lengfelt;;;;;;Europe;;;;HassiaSuperior
Lengfurdensis;Lengfurd;;;;;;Europe;;;;Universitätsmatrikeln
Lengfurtensis;Lengfurt;;;;;;Europe;;;;Universitätsmatrikeln
Lengsfeld;Lengsfeld;;;;;;Europe;;;;ProfAPI
Lengsfeld];Lengsfeld];;;;;;Europe;;;;ProfAPI
Lengsfeld];Lengsfeld];Ableitung von Ortsnamen;;;;;Europe;;;;Jahns/Erfurt
Lenhausen;Lenhausen;;;;;;Europe;;;;Universitätsmatrikeln
Lenhausen/Westf;Lenhausen, Westf;;;;;;Europe;;;;Universitätsmatrikeln
Lenningensis;Lenning;;;;;;Europe;;;;Universitätsmatrikeln
Lenterodanus;Lenterodanus;;;;;;Europe;;;;Universitätsmatrikeln
Lenterodanus/Eichsfeld;Lenterodanus, Eichsfeld;;;;;;Europe;;;;Universitätsmatrikeln
Leobschütz, Schlesien;Leobschütz, Schlesien;;;;;;Europe;;;;ProfAPI
Leodiensis;Leodi;;;;;;Europe;;;;Universitätsmatrikeln
Leodinensis;Leodin;;;;;;Europe;;;;Universitätsmatrikeln
Leodinus;Leodinus;;;;;;Europe;;;;Universitätsmatrikeln
Leodius;Leodius;;;;;;Europe;;;;Universitätsmatrikeln
Leodlensis;Leodl;;;;;;Europe;;;;Universitätsmatrikeln
Leonensis;Leon;;;;;;Europe;;;;Universitätsmatrikeln
Lesuranus;Lesuranus;;;;;;Europe;;;;Universitätsmatrikeln
Lettgenbronensis;Lettgenbron;;;;;;Europe;;;;Universitätsmatrikeln
Leudestorpius;Leudestorpius;;;;;;Europe;;;;Universitätsmatrikeln
Leune;Leune;;;;;;Europe;;;;HassiaSuperior
Leuxenstein;Leuxenstein;;;;;;Europe;;;;Universitätsmatrikeln
LHON;LHON;;;;;;Europe;;;;HassiaSuperior
Lhon flu:;Lhon,  Fluss;;;;;;Europe;;;;HassiaSuperior
Lhon flu:];Lhon,  Fluss];;;;;;Europe;;;;HassiaSuperior
LHON. Busecke Thal.];LHON. Busecke Thal.];;;;;;Europe;;;;HassiaSuperior
Lhonstein;Lhonstein;;;;;;Europe;;;;HassiaSuperior
Licha;Licha;;;;;;Europe;;;;HassiaSuperior
Lichtenau;Lichtenau;;;;;;Europe;;;;Universitätsmatrikeln
Lichtenfels;Lichtenfels;;;;;;Europe;;;;Universitätsmatrikeln
Liderodanus;Liderodanus;;;;;;Europe;;;;Universitätsmatrikeln
Lidge;Lidge;;;;;;Europe;;;;Universitätsmatrikeln
Lieh;Lieh;;;;;;Europe;;;;Universitätsmatrikeln
Lifberg];Lifberg];;;;;;Europe;;;;HassiaSuperior
Limbacensis;Limbac;;;;;;Europe;;;;Universitätsmatrikeln
Limburg;Limburg;;;;;;Europe;;;;Universitätsmatrikeln
Limburg/Lahn;Limburg, Lahn;;;;;;Europe;;;;Universitätsmatrikeln
Limburgensis;Limburg;;;;;;Europe;;;;Universitätsmatrikeln
Limburgo-Trevirensis;Limburgo-Trevir;;;;;;Europe;;;;Universitätsmatrikeln
Limpurg ;Limpurg ;;;;;;Europe;;;;HassiaSuperior
Limpurgensis;Limpurg;;;;;;Europe;;;;Universitätsmatrikeln
Lincensis;Linc;;;;;;Europe;;;;Universitätsmatrikeln
Lindau;Lindau;;;;;;Europe;;;;Universitätsmatrikeln
Lindau/Eichsfeld;Lindau, Eichsfeld;;;;;;Europe;;;;Universitätsmatrikeln
Lindaviensis;Lindavi;;;;;;Europe;;;;Universitätsmatrikeln
Lindaviensis/Eichsf;Lindavi, Eichsf;;;;;;Europe;;;;Universitätsmatrikeln
Lindaviensis/Eichsfeld;Lindavi, Eichsfeld;;;;;;Europe;;;;Universitätsmatrikeln
Lindenholtzhausanus;Lindenholtzhausanus;;;;;;Europe;;;;Universitätsmatrikeln
Lindenholtzhausen;Lindenholtzhausen;;;;;;Europe;;;;Universitätsmatrikeln
Lindenholzhausen;Lindenholzhausen;;;;;;Europe;;;;Universitätsmatrikeln
Linderbach;Linderbach;;;;;;Europe;;;;ProfAPI
Linderbach, Thüringen;Linderbach, Thüringen;;;;;;Europe;;;;ProfAPI
Linderodanus;Linderodanus;;;;;;Europe;;;;Universitätsmatrikeln
Linderroda;Linderroda;;;;;;Europe;;;;Universitätsmatrikeln
Linga/Westphalen;Linga, Westphalen;;;;;;Europe;;;;Universitätsmatrikeln
Lintrensis;Lintr;;;;;;Europe;;;;Universitätsmatrikeln
Lintz;Lintz;;;;;;Europe;;;;HassiaSuperior
Linz;Linz;;;;;;Europe;;;;Universitätsmatrikeln
Linzensis;Linz;;;;;;Europe;;;;Universitätsmatrikeln
Lippe;Lippe;;;;;;Europe;;;;Universitätsmatrikeln
Lipprechterodensis;Lipprechterod;;;;;;Europe;;;;Universitätsmatrikeln
Lippspringe/Westf;Lippspringe, Westf;;;;;;Europe;;;;Universitätsmatrikeln
Lipsiensis;Lipsi;;;;;;Europe;;;;Universitätsmatrikeln
Lischert;Lischert;;;;;;Europe;Lischer;;;G / 1722 April 18
Liseranus;Liseranus;;;;;;Europe;;;;Universitätsmatrikeln
Lisuranus;Lisuranus;;;;;;Europe;;;;Universitätsmatrikeln
Livland;Livland;;;;;;Europe;;;;ProfAPI
Lizentiat;Lizentiat;;;;;;Europe;;;;Universitätsmatrikeln
Llmburgensis;Llmburg;;;;;;Europe;;;;Universitätsmatrikeln
Loerwart;Loerwart;;;;;;Europe;;;;Universitätsmatrikeln
Lohnsteinensis;Lohnstein;;;;;;Europe;;;;Universitätsmatrikeln
Lohr;Lohr;;;;;;Europe;;;;HassiaSuperior
Lohr am Main;Lohr am Main;;;;;;Europe;;;;ProfAPI
Lohranus;Lohranus;;;;;;Europe;;;;Universitätsmatrikeln
Lohrichius;Lohrichius;;;;;;Europe;;;;Universitätsmatrikeln
Lollar;Lollar;;;;;;Europe;;;;HassiaSuperior
London;London;;;;;;Europe;;;;ProfAPI
Londorffensis;Londorff;;;;;;Europe;;;;Universitätsmatrikeln
Longuincanus;Longuincanus;;;;;;Europe;;;;Universitätsmatrikeln
Longuisanus;Longuisanus;;;;;;Europe;;;;Universitätsmatrikeln
Lonnigio-Meinfeld;Lonnigio-Meinfeld;;;;;;Europe;;;;Universitätsmatrikeln
Loranus;Loranus;;;;;;Europe;;;;Universitätsmatrikeln
Lorch;Lorch;;;;;;Europe;;;;ProfAPI
Lorcheim;Lorcheim;;;;;;Europe;;;;Universitätsmatrikeln
Lorcherhusanus;Lorcherhusanus;;;;;;Europe;;;;Universitätsmatrikeln
Lorchhausen;Lorchhausen;;;;;;Europe;;;;Universitätsmatrikeln
Lorchhusanus;Lorchhusanus;;;;;;Europe;;;;Universitätsmatrikeln
Lorchius;Lorchius;;;;;;Europe;;;;Universitätsmatrikeln
Lorchusanus;Lorchusanus;;;;;;Europe;;;;Universitätsmatrikeln
Lorensis;Lor;;;;;;Europe;;;;Universitätsmatrikeln
Lorghusanus;Lorghusanus;;;;;;Europe;;;;Universitätsmatrikeln
Lorichius;Lorichius;;;;;;Europe;;;;Universitätsmatrikeln
Lorsch;Lorsch;;;;;;Europe;;;;Universitätsmatrikeln
Lorschensis;Lorsch;;;;;;Europe;;;;Universitätsmatrikeln
Lorschheimensis;Lorschheim;;;;;;Europe;;;;Universitätsmatrikeln
Lörtzweilensis;Lörtzweil;;;;;;Europe;;;;Universitätsmatrikeln
Lörzweilensis;Lörzweil;;;;;;Europe;;;;Universitätsmatrikeln
Loshausen;Loshausen;;;;;;Europe;;;;HassiaSuperior
Lossen;Lossen;;;;;;Europe;"Lessen;Łasin";;;Croniken
Lossinensis;Lossin;;;;;;Europe;;;;Universitätsmatrikeln
Lotharingensis;Lotharing;;;;;;Europe;;;;Universitätsmatrikeln
Lotharingius;Lotharingius;;;;;;Europe;;;;Universitätsmatrikeln
Lotharingus;Lotharingus;;;;;;Europe;;;;Universitätsmatrikeln
Lothringen;Lothringen;;;;;;Europe;;;;Universitätsmatrikeln
Lottertensis/Dioeces;Lottert, Dioeces;;;;;;Europe;;;;Universitätsmatrikeln
Lottstett;Lottstett;;;;;;Europe;;;;Universitätsmatrikeln
Lottstettensis;Lottstett;;;;;;Europe;;;;Universitätsmatrikeln
Louny;Louny;;;;;;Europe;Laun a. d. Eger;;;G / 1663 Oktober 31
Löwen;Löwen;;;;;;Europe;;;;ProfAPI
Löwenburg;Löwenburg;;;;;;Europe;;;;HassiaSuperior
Lübisrath Gem. Neukirchen Amt Hülchrath bei Grevenbroich;Lübisrath   ;;bei Grevenbroich;Gem. Neukirchen;Amt Hülchrath;;Europe;;;;ProfAPI
Lübisrath Gem. Neukirchen Amt Hülchrath bei Grevenbroich;Lübisrath   ;;;;;;Europe;;;;Jahns/Erfurt
Luder;Luder;;;;;;Europe;;;;HassiaSuperior
Luderodanus;Luderodanus;;;;;;Europe;;;;Universitätsmatrikeln
Lüderodanus;Lüderodanus;;;;;;Europe;;;;Universitätsmatrikeln
Lüderodanus/Eichsf;Lüderodanus, Eichsf;;;;;;Europe;;;;Universitätsmatrikeln
Ludersheim;Ludersheim;;;;;;Europe;;;;Universitätsmatrikeln
Ludesdorff;Ludesdorff;;;;;;Europe;;;;HassiaSuperior
Ludwig;Ludwig;;;;;;Europe;;;;Universitätsmatrikeln
Lulsdorff;Lulsdorff;;;;;;Europe;;;;HassiaSuperior
Lunacensis;Lunac;;;;;;Europe;;;;Universitätsmatrikeln
Lüterensis;Lüter;;;;;;Europe;;;;Universitätsmatrikeln
Lutrensis;Lutr;;;;;;Europe;;;;Universitätsmatrikeln
Lutterensis;Lutter;;;;;;Europe;;;;Universitätsmatrikeln
Lüttich;Lüttich;;;;;;Europe;;;;ProfAPI
Lutze;Lutze;;;;;;Europe;;;;Universitätsmatrikeln
Lutzeb;Lutzeb;;;;;;Europe;;;;Universitätsmatrikeln
Lutzenradt;Lutzenradt;;;;;;Europe;;;;Universitätsmatrikeln
Lutzenraidt;Lutzenraidt;;;;;;Europe;;;;Universitätsmatrikeln
Lüwen;Lüwen;;;;;;Europe;;;;Universitätsmatrikeln
Luxemburg;Luxemburg;;;;;;Europe;;;;Universitätsmatrikeln
Luxemburgensis;Luxemburg;;;;;;Europe;;;;Universitätsmatrikeln
Luxemburgo-Rothmacherensis;Luxemburgo-Rothmacher;;;;;;Europe;;;;Universitätsmatrikeln
Luxenbergensis;Luxenberg;;;;;;Europe;;;;Universitätsmatrikeln
Luxenburg;Luxenburg;;;;;;Europe;;;;Universitätsmatrikeln
Luxenburgensis;Luxenburg;;;;;;Europe;;;;Universitätsmatrikeln
Luxenburgus;Luxenburgus;;;;;;Europe;;;;Universitätsmatrikeln
Lüzenburgensis;Lüzenburg;;;;;;Europe;;;;Universitätsmatrikeln
Luzensis;Luz;;;;;;Europe;;;;Universitätsmatrikeln
Luzern;Luzern;;;;;;Europe;;;;Universitätsmatrikeln
Lychensis;Lych;;;;;;Europe;;;;Universitätsmatrikeln
Lymburgensis;Lymburg;;;;;;Europe;;;;Universitätsmatrikeln
Lyon;Lyon;;;;;;Europe;;;;ProfAPI
Maganus;Maganus;;;;;;Europe;;;;Universitätsmatrikeln
Magdeburg;Magdeburg;;;;;;Europe;;;;ProfAPI
Magdeburgensis;Magdeburg;;;;;;Europe;;;;Universitätsmatrikeln
Mägselbacensis;Mägselbac;;;;;;Europe;;;;Universitätsmatrikeln
Maianus;Ma;;;;;;Europe;;;;Universitätsmatrikeln
Maidelsim;Maidelsim;;;;;;Europe;;;;HassiaSuperior
Ma-iheimensis;Ma-iheim;;;;;;Europe;;;;Universitätsmatrikeln
Maikameranus;Maikameranus;;;;;;Europe;;;;Universitätsmatrikeln
Mailand;Mailand;;;;;;Europe;;;;ProfAPI
Main flu:;Main,  Fluss;;;;;;Europe;;;;HassiaSuperior
Maintz ;Maintz ;;;;;;Europe;;;;HassiaSuperior
Mainz;Mainz;;;;;;Europe;;;;ProfAPI
Mainz / Aschaffenburg;Mainz ,  Aschaffenburg;;;;;;Europe;;;;ProfAPI
Mainz / Fritzlar;Mainz ,  Fritzlar;;;;;;Europe;;;;ProfAPI
Mainz, St. Christoph;Mainz, St. Christoph;;;;;;Europe;;;;ProfAPI
Mainz];Mainz];;;;;;Europe;;;;ProfAPI
Mainz];Mainz];Ableitung von Ortsnamen;;;;;Europe;;;;Jahns/Erfurt
Mainzer;Mainz;;;;;;Europe;;;;Universitätsmatrikeln
Mainz-Hechtsheim;Mainz-Hechtsheim;;;;;;Europe;;;;ProfAPI
Mainz-Kastel;Mainz-Kastel;;;;;;Europe;Kastel;;;G / 1763 August 7
Mainz-Kostheim;Mainz-Kostheim;;;;;;Europe;Kostheim;;;G / 1682 September 5
Mainz-Mombach;Mainz-Mombach;;;;;;Europe;Mombach;;;G / 1657 September 3
Mainz-Weisenau;Mainz-Weisenau;;;;;;Europe;Weisenau;;;G / 1680 Mai 12
Maiorheibacensis;Maiorheibac;;;;;;Europe;;;;Universitätsmatrikeln
Majano;Majano;;;;;;Europe;;;;Universitätsmatrikeln
Majanus;Majanus;;;;;;Europe;;;;Universitätsmatrikeln
Majanus/;Majanus, ;;;;;;Europe;;;;Universitätsmatrikeln
Majarius;Majarius;;;;;;Europe;;;;Universitätsmatrikeln
Majubernheim;Majubernheim;;;;;;Europe;;;;Universitätsmatrikeln
Malines;Malines;;;;;;Europe;;;;Universitätsmatrikeln
Malmdiensis;Malmdi;;;;;;Europe;;;;Universitätsmatrikeln
Malmediensis;Malmedi;;;;;;Europe;;;;Universitätsmatrikeln
Malmondarie;Malmondarie;;;;;;Europe;;;;Universitätsmatrikeln
Malmudariensis;Malmudari;;;;;;Europe;;;;Universitätsmatrikeln
Malmundariensis;Malmundari;;;;;;Europe;;;;Universitätsmatrikeln
Malmundarius;Malmundarius;;;;;;Europe;;;;Universitätsmatrikeln
Malschensis;Malsch;;;;;;Europe;;;;Universitätsmatrikeln
Malta;Malta;;;;;;Europe;;;;ProfAPI
Mamoltaniensis;Mamoltani;;;;;;Europe;;;;Universitätsmatrikeln
Mandel;Mandel;;;;;;Europe;;;;Universitätsmatrikeln
Mandelensis;Mandel;;;;;;Europe;;;;Universitätsmatrikeln
Manderscheid;Manderscheid;;;;;;Europe;;;;Universitätsmatrikeln
Manheim;Manheim;;;;;;Europe;;;;Universitätsmatrikeln
Manheimensis;Manheim;;;;;;Europe;;;;Universitätsmatrikeln
Manheimonsis;Manheimon;;;;;;Europe;;;;Universitätsmatrikeln
Mannebacensis;Mannebac;;;;;;Europe;;;;Universitätsmatrikeln
Mannheim;Mannheim;;;;;;Europe;;;;ProfAPI
Mannheimensis;Mannheim;;;;;;Europe;;;;Universitätsmatrikeln
Marbacensis;Marbach;;;;;;Europe;;;;Universitätsmatrikeln
Marbachius;Marbachius;;;;;;Europe;;;;Universitätsmatrikeln
Marburg;Marburg;;;;;;Europe;;;;ProfAPI
Marburg/Hess;Marburg, Hess;;;;;;Europe;;;;Universitätsmatrikeln
Marburg?];Marburg?];;;;;;Europe;;;;ProfAPI
Marburg?];Marburg?];Ableitung von Ortsnamen;;;;;Europe;;;;Jahns/Erfurt
Marburgensis;Marburg;;;;;;Europe;;;;Universitätsmatrikeln
Marcedanus;Marcedanus;;;;;;Europe;;;;Universitätsmatrikeln
Marchiobadensis;Marchiobad;;;;;;Europe;;;;Universitätsmatrikeln
Marchio-Badensis;Marchio-Bad;;;;;;Europe;;;;Universitätsmatrikeln
Marchstadianus;Marchstad;;;;;;Europe;;;;Universitätsmatrikeln
Marck-Heidenfeldensis;Marck-Heidenfeld;;;;;;Europe;;;;Universitätsmatrikeln
Marcodu;Marcodu;;;;;;Europe;;;;Universitätsmatrikeln
Marcoduranus;Marcoduranus;;;;;;Europe;;;;Universitätsmatrikeln
Mardorf;Mardorf;;;;;;Europe;;;;Universitätsmatrikeln
Mardorffensis;Mardorff;;;;;;Europe;;;;Universitätsmatrikeln
Mardorffiensis;Mardorffi;;;;;;Europe;;;;Universitätsmatrikeln
Maria;Maria;;;;;;Europe;;;;Universitätsmatrikeln
Mariaevallensis;Mariaevall;;;;;;Europe;;;;Universitätsmatrikeln
Mariae-Vallensis;Mariae-Vall;;;;;;Europe;;;;Universitätsmatrikeln
Mariahalden am Züricher See;Mariahalden am Züricher See;;;;;;Europe;;;;ProfAPI
Mariahalden am Zürichsee;Mariahalden am Zürichsee;;;;;;Europe;;;;ProfAPI
Mariahalden bei Erlenbach am Zürichsee;Mariahalden bei Erlenbach am Zürichsee;;;;;;Europe;;;;ProfAPI
Mariavallensensis;Mariavallens;;;;;;Europe;;;;Universitätsmatrikeln
Maria-Vallensis;Maria-Vall;;;;;;Europe;;;;Universitätsmatrikeln
Mariefontanus;Mariefontanus;;;;;;Europe;;;;Universitätsmatrikeln
Marienborch;Marienborch;;;;;;Europe;"Marienburg;Malbork";;;Croniken
Markirchensis;Markirch;;;;;;Europe;;;;Universitätsmatrikeln
Marktheidenfeld;Marktheidenfeld;;;;;;Europe;;;;Universitätsmatrikeln
Marktleugast;Marktleugast;;;;;;Europe;;;;Universitätsmatrikeln
Marktredwitz;Marktredwitz;;;;;;Europe;;;;ProfAPI
Marlach;Marlach;;;;;;Europe;;;;Universitätsmatrikeln
Marpürg;Marpürg;;;;;;Europe;;;;HassiaSuperior
Martenstein;Martenstein;;;;;;Europe;;;;Universitätsmatrikeln
Marthensis;Marth;;;;;;Europe;;;;Universitätsmatrikeln
Martinsfeldensis;Martinsfeld;;;;;;Europe;;;;Universitätsmatrikeln
Martinshöhe;Martinshöhe;;;;;;Europe;;;;Universitätsmatrikeln
Martliniensis;Martlini;;;;;;Europe;;;;Universitätsmatrikeln
Marxheimensis;Marxheim;;;;;;Europe;;;;Universitätsmatrikeln
Masbourg;Masbourg;;;;;;Europe;;;;Universitätsmatrikeln
Masburgensis;Masburg;;;;;;Europe;;;;Universitätsmatrikeln
Masmonast.Alsata;Masmonast.Alsata;;;;;;Europe;;;;Universitätsmatrikeln
Massenheim;Massenheim;;;;;;Europe;;;;HassiaSuperior
Mastholdanus;Mastholdanus;;;;;;Europe;;;;Universitätsmatrikeln
Mastholtensis;Mastholt;;;;;;Europe;;;;Universitätsmatrikeln
Mastricht;Mastricht;;;;;;Europe;;;;Universitätsmatrikeln
Matr;Matr;;;;;;Europe;;;;Universitätsmatrikeln
Matthias;Matthias;;;;;;Europe;;;;Universitätsmatrikeln
Maubach (Herzogenrath);Maubach,  Herzogenrath;;;;;;Europe;Nieder-Maubach;;;G / 1581 April 8
May;May;;;;;;Europe;;;;Universitätsmatrikeln
Maycamer;Maycamer;;;;;;Europe;;;;Universitätsmatrikeln
Mayen;Mayen;;;;;;Europe;;;;ProfAPI
Mayfeldiaco-Killensis;Mayfeldiaco-Kill;;;;;;Europe;;;;Universitätsmatrikeln
Maysenbacensis;Maysenbach;;;;;;Europe;;;;Universitätsmatrikeln
Mecheln;Mecheln;;;;;;Europe;;;;Universitätsmatrikeln
Mechensee bei Isny  in der Grafschaft Waldburg-Trauchburg;Mechensee, Isny;;;;Grafschaft Waldburg-Trauchburg;;Europe;;;;ProfAPI
Mechensee bei Isny  in der Grafschaft Waldburg-Trauchburg;Mechensee, Isny;;;;;;Europe;;;;Jahns/Erfurt
Mecklinghusanus;Mecklinghusanus;;;;;;Europe;;;;Universitätsmatrikeln
Medebacensis;Medebach;;;;;;Europe;;;;Universitätsmatrikeln
Medebach/Westphalen;Medebach, Westphalen;;;;;;Europe;;;;Universitätsmatrikeln
Medelohn/Westph;Medelohn, Westph;;;;;;Europe;;;;Universitätsmatrikeln
Medenbach;Medenbach;;;;;;Europe;;;;Universitätsmatrikeln
Mediolanus;Mediolanus;;;;;;Europe;;;;Universitätsmatrikeln
Meelbach;Meelbach;;;;;;Europe;;;;HassiaSuperior
Meersburg;Meersburg;;;;;;Europe;;;;ProfAPI
Megenhatiensis;Megenhati;;;;;;Europe;;;;Universitätsmatrikeln
Mehlem/Boppard;Mehlem, Boppard;;;;;;Europe;;;;Universitätsmatrikeln
Meib. (Hess.);Meib.,  Hess.;;;;;;Europe;;;;ProfAPI
Meidensis;Meid;;;;;;Europe;;;;Universitätsmatrikeln
Meinfeldensis;Meinfeld;;;;;;Europe;;;;Universitätsmatrikeln
Meinfeldianus;Meinfeld;;;;;;Europe;;;;Universitätsmatrikeln
Meiningen;Meiningen;;;;;;Europe;;;;Universitätsmatrikeln
Meiningen (Thüringen);Meiningen;;;; Thüringen;;Europe;;;;ProfAPI
Meiningen (Thüringen);Meiningen;;;;;;Europe;;;;Jahns/Erfurt
Meiringen (Schweiz);Meiringen;;;; Schweiz;;Europe;;;;ProfAPI
Meiringen (Schweiz);Meiringen;;;;;;Europe;;;;Jahns/Erfurt
Meisenbacensis;Meisenbach;;;;;;Europe;;;;Universitätsmatrikeln
Meisenbach;Meisenbach;;;;;;Europe;;;;Universitätsmatrikeln
Meisenbach am Main;Meisenbach am Main;;;;;;Europe;;;;ProfAPI
Meisenheimensis;Meisenheim;;;;;;Europe;;;;Universitätsmatrikeln
Melchendorffensis;Melchendorff;;;;;;Europe;;;;Universitätsmatrikeln
Mellerstadianus;Mellerstad;;;;;;Europe;;;;Universitätsmatrikeln
Mellrichstadt;Mellrichstadt;;;;;;Europe;;;;Universitätsmatrikeln
Mellrichstadt in Unterfranken;Mellrichstadt in Unterfranken;;;;;;Europe;;;;ProfAPI
Melsungen;Melsungen;;;;;;Europe;;;;ProfAPI
Memmingen;Memmingen;;;;;;Europe;;;;Universitätsmatrikeln
Mencherskirchensis;Mencherskirch;;;;;;Europe;;;;Universitätsmatrikeln
Mendena/Westphalus;Mendena, Westphalus;;;;;;Europe;;;;Universitätsmatrikeln
Mendenas;Mendenas;;;;;;Europe;;;;Universitätsmatrikeln
Mendensis;Mend;;;;;;Europe;;;;Universitätsmatrikeln
Mengelrodanus;Mengelrodanus;;;;;;Europe;;;;Universitätsmatrikeln
Mengensis;Meng;;;;;;Europe;;;;Universitätsmatrikeln
Mengerskirchen;Mengerskirchen;;;;;;Europe;;;;Universitätsmatrikeln
Mengerskirchensis;Mengerskirch;;;;;;Europe;;;;Universitätsmatrikeln
Mengerskirchheimensis;Mengerskirchheim;;;;;;Europe;;;;Universitätsmatrikeln
Mengersklrchensis;Mengerkirchen;;;;;;Europe;;;;Universitätsmatrikeln
Menigensis;Meningen;;;;;;Europe;;;;Universitätsmatrikeln
Menthensis;Menthen;;;;;;Europe;;;;Universitätsmatrikeln
Meranensis;Meran;;;;;;Europe;;;;Jahns/Erfurt
Merasensis;Meran;;;;;;Europe;;;;Jahns/Erfurt
Merckershusanus;Merckershausen;;;;;;Europe;;;;Jahns/Erfurt
Mercylbacensis;Mercylbach;;;;;;Europe;;;;Jahns/Erfurt
Merfelden;Merfelden;;;;;;Europe;;;;HassiaSuperior
Merfelden];Merfelden];;;;;;Europe;;;;HassiaSuperior
Mergenheimensis;Mergentheim;;;;;;Europe;;;;Jahns/Erfurt
Mergentheim;Mergentheim;;;;;;Europe;;;;ProfAPI
Mergentheimensis;Mergentheim;;;;;;Europe;;;;Jahns/Erfurt
Merlaw;Merlaw;;;;;;Europe;;;;HassiaSuperior
Merlebacensis;Merlebach;;;;;;Europe;;;;Jahns/Erfurt
Merlebach;Merlebach;;;;;;Europe;;;;Jahns/Erfurt
Merlensis;Merlen;;;;;;Europe;;;;Jahns/Erfurt
Mermud;Mermud;;;;;;Europe;;;;Jahns/Erfurt
Mernes;Merne;;;;;;Europe;;;;Jahns/Erfurt
Merschdorffensis;Merschdorff;;;;;;Europe;;;;Jahns/Erfurt
Mersfeldensis;Mersfeld;;;;;;Europe;;;;Jahns/Erfurt
Mertesheimensis;Mertesheim;;;;;;Europe;;;;Jahns/Erfurt
Mertlochensis;Mertloch;;;;;;Europe;;;;Jahns/Erfurt
